PST_PT_C,SPOT_NUM,PST_SEV_CD,PST_SEV_DS,PST_SPC_CD,PST_CMN_NM,PST_LTN_NM,PST_CM_CD,PST_CM_DSC,CPTR_YR,NUM_TREES,AREA_HA,ORG_UNITNO,TR_SPCS_CD,TR_CM_NM,COMMENTS,GEOMETRY,OBJECTID,X,Y
2187,334912021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,18,SX,spruce hybrid,,,1631629,-122.80935169275499,53.72819022274662
2188,334922021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,18,BL,subalpine fir,,,1631630,-120.36734348382183,53.63873081418466
2189,334942021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,18,SX,spruce hybrid,,,1631632,-122.10809601000675,53.70947500111588
2190,334962021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,18,SX,spruce hybrid,,,1631634,-123.16261403629525,53.739263721213334
2191,334982021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,30,BL,subalpine fir,,,1631636,-124.17120197651947,53.76005719646533
2192,334992021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,18,SX,spruce hybrid,,,1631637,-123.11460504557836,53.73943728033872
2193,351072021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,18,SX,spruce hybrid,,,1633245,-123.52454339943485,54.59542126642663
2194,351082021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,25,0.25,30,FD,Douglas-fir,,,1633246,-124.94883704342973,54.6162211199095
2195,351102021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,18,SX,spruce hybrid,<80 YEARS,,1633248,-122.73985557061324,54.57890986012883
2196,351122021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,BL,subalpine fir,,,1633250,-120.77576324048783,54.51230339643324
2197,351132021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,30,BL,subalpine fir,,,1633251,-125.5785835896705,54.62320643494562
2198,351152021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,30,BL,subalpine fir,,,1633253,-124.50644221511169,54.616148204021535
2199,351172021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,30,FD,Douglas-fir,,,1633255,-124.96887146964005,54.6230762888995
2200,351192021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,FD,Douglas-fir,,,1633257,-124.37196967161059,54.61815230148038
2201,351202021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,30,FD,Douglas-fir,,,1633258,-124.92618499984829,54.62484358502807
2202,351222021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,18,BL,subalpine fir,,,1633260,-123.48566756302222,54.60444919310592
2203,351242021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,16,SX,spruce hybrid,,,1633262,-125.94588819536112,54.63426131838121
2204,351252021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,25,0.25,18,SX,spruce hybrid,,,1633263,-122.51939834131646,54.58495239544928
2205,351272021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,FD,Douglas-fir,,,1633265,-124.35623039542084,54.62712754094513
2206,351292021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,BL,subalpine fir,,,1633267,-120.77414034761122,54.529822669529416
2207,351302021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,18,SX,spruce hybrid,<80 YEARS,,1633268,-122.16643740683014,54.58176757836437
2803,289062021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,57,SX,spruce hybrid,,,1627044,-117.68658650262473,51.19546223800124
2804,289082021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,21,FD,Douglas-fir,,,1627046,-120.2206768075546,51.353942851925545
2805,289092021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,1831,FD,Douglas-fir,,,1627047,-116.65417690422413,51.114605323818246
2806,289112021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,56,FD,Douglas-fir,,,1627049,-121.07786380962375,51.39715174459142
2807,289132021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,56,FD,Douglas-fir,,,1627051,-120.8754066067265,51.388995924044096
2808,289142021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,BL,subalpine fir,,,1627052,-124.47206885231579,51.49507863960814
2809,289162021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,57,SX,spruce hybrid,,,1627054,-117.68622399241052,51.20030842933099
2810,289182021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,57,SX,spruce hybrid,,,1627056,-117.65705339927875,51.19839380589147
2811,289192021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,56,FD,Douglas-fir,,,1627057,-121.95301795687303,51.434871167196384
2812,289212021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,52,BL,subalpine fir,,,1627059,-122.90244049696742,51.46603789323033
2813,289232021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,21,FD,Douglas-fir,,,1627061,-119.75442923279151,51.33636715222493
2814,289242021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,21,FD,Douglas-fir,,,1627062,-120.22604985860033,51.36318106139201
2815,289262021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,30,0.25,56,FD,Douglas-fir,,,1627064,-122.10799501225948,51.44554208992873
2816,305232021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,52,BL,subalpine fir,,,1628661,-124.35677184592737,52.1199902196639
2817,305252021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,52,FD,Douglas-fir,,,1628663,-121.60625428231653,52.04858980361804
2818,305272021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,21,FD,Douglas-fir,,,1628665,-120.1795290466749,51.98590106127176
2819,305282021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,56,FD,Douglas-fir,,,1628666,-121.23606057044852,52.03476580914837
2820,305302021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628668,-123.34016468783616,52.103102430544865
2821,305322021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,FD,Douglas-fir,,,1628670,-122.67297157991251,52.08724620808044
2822,305332021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,52,FD,Douglas-fir,,,1628671,-123.1150578855151,52.09954425267482
2823,305352021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628673,-121.76407515480797,52.05897985665281
2824,305372021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628675,-123.1666295772289,52.103102874250474
2825,305382021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,56,FD,Douglas-fir,,,1628676,-120.53011546523022,52.00839644224914
2826,305402021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628678,-122.1151839312578,52.0736321757117
2827,305422021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628680,-121.80725117717026,52.06293754888244
2828,305432021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,57,PA,whitebark pine,,,1628681,-118.24353825945916,51.87741775248491
2829,319302021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,50,BL,subalpine fir,,,1630068,-121.63921297402246,52.89157339339248
2830,319312021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,50,FD,Douglas-fir,,,1630069,-122.04306864175297,52.90588989511582
2831,319332021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,50,FD,Douglas-fir,,,1630071,-122.74139448550092,52.92840975053343
2832,319342021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,18,BL,subalpine fir,,,1630072,-118.96413656609428,52.76299618499186
2833,319362021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,50,BL,subalpine fir,,,1630074,-121.47878156906852,52.889004414540565
2834,319382021,S,Severe,NCY,Yellow cedar,Yc,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,32,YC,yellow-cedar,,,1630076,-128.7106062266073,52.94739596796323
2835,319392021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,50,BL,subalpine fir,,,1630077,-121.27383173779403,52.883735226330316
2836,319412021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,18,BL,subalpine fir,,,1630079,-118.95692431394464,52.768000351337164
2837,319432021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,50,FD,Douglas-fir,,,1630081,-122.75333274596785,52.93493686292415
2838,319452021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,50,SX,spruce hybrid,,,1630083,-124.43386679899754,52.969651381309895
2839,319462021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,18,PL,lodgepole pine,,,1630084,-119.29544736352821,52.78889706184956
2840,319482021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,50,BL,subalpine fir,,,1630086,-121.64316299037193,52.900037324287354
2841,319502021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,18,BL,subalpine fir,,,1630088,-118.9479937935541,52.77028443113659
965,247512021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,35,PW,western white pine,,,1622889,-124.80611452457927,49.573885211428504
966,247522021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1622890,-120.08497537093596,49.41937865365171
967,247532021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1622891,-120.71179335285103,49.45247398470399
968,247542021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,43,PW,western white pine,,,1622892,-125.20581860641857,49.57844437741943
969,247562021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1622894,-120.73522814606828,49.454762200746295
970,247582021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1622896,-120.3601263510308,49.43654350856778
971,247612021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,30,0.25,1831,PL,lodgepole pine,,,1622899,-115.31473599130167,49.05416663462248
972,247632021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,1828,FD,Douglas-fir,,,1622901,-120.0542624957813,49.42289007375557
973,247662021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,1828,FD,Douglas-fir,,,1622904,-120.31790740596279,49.43934941301023
974,247682021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,43,PW,western white pine,,,1622906,-125.17589243250283,49.585697943079325
975,247712021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,1828,FD,Douglas-fir,,,1622909,-120.26356272289571,49.43848763961313
976,247732021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,57,PY,ponderosa pine,,,1622911,-117.92195114812776,49.28877205755322
977,247762021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1831,PY,ponderosa pine,,,1622914,-115.20844039626334,49.05323630423285
978,247782021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,57,FD,Douglas-fir,,,1622916,-117.75766518505152,49.28054670865816
979,247812021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,27,PW,western white pine,,,1622919,-124.2610799586729,49.58382441499624
980,247832021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,57,FD,Douglas-fir,,,1622921,-119.09153801912174,49.37782373367359
981,247862021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1622924,-120.29387281573034,49.448967853494025
982,247892021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,1828,FD,Douglas-fir,,,1622927,-120.31006703272229,49.45028173185478
983,247912021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,27,PW,western white pine,,,1622929,-124.25841777732022,49.58571764359059
984,247932021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1622931,-120.27756218856878,49.449604448414036
985,247962021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,57,FD,Douglas-fir,,,1622934,-119.08589375218173,49.380523254937906
986,247982021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,57,FD,Douglas-fir,,,1622936,-116.6774396347805,49.19937324148952
987,248012021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,27,PW,western white pine,,,1622939,-124.26488168444483,49.58987993656962
988,248032021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,57,BL,subalpine fir,,,1622941,-115.87901968354848,49.12986313247087
989,248062021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,27,PW,western white pine,,,1622944,-124.26625210502662,49.5917127072466
990,258712021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,23,BL,subalpine fir,,,1624009,-122.46386527902915,50.04958689270628
991,258722021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,29,FD,Douglas-fir,,,1624010,-119.2941743714393,49.90161427083993
992,258732021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,43,FD,Douglas-fir,,,1624011,-126.84706827439913,50.103585044891354
993,258742021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,15,FD,Douglas-fir,,,1624012,-121.54305529236225,50.01649413618766
994,258752021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,1828,FD,Douglas-fir,,,1624013,-121.01438540547295,49.99379291841638
995,258762021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,29,FD,Douglas-fir,,,1624014,-119.12139581312762,49.8912235041666
996,258772021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1831,FD,Douglas-fir,,,1624015,-116.31945424171955,49.67806821205711
997,258782021,S,Severe,DRL,Laminated Root Rot,Fd form) (Inonotus sulphurascens,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,43,FD,Douglas-fir,,,1624016,-126.06699904067017,50.107299404652395
998,258802021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1624018,-121.06776484570712,49.99753579283168
999,258832021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,27,PW,western white pine,,,1624021,-124.64240288494763,50.102766983872
1000,258862021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1624024,-120.70356702455345,49.98509203678863
1001,258882021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,29,FD,Douglas-fir,,,1624026,-119.74247860515933,49.935081683132324
1002,258902021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1624028,-121.54408950939428,50.025467852239515
1579,253352021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,1831,PL,lodgepole pine,,,1623473,-115.81360595317074,49.35054127516633
1580,253382021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,43,PW,western white pine,,,1623476,-125.33640765862322,49.82855876553047
1581,253402021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,57,FD,Douglas-fir,,,1623478,-118.40816856936001,49.56639070872986
1582,253432021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,29,FD,Douglas-fir,,,1623481,-119.96197600639879,49.6647970571632
1583,253452021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,25,0.25,57,FD,Douglas-fir,,,1623483,-117.41309754804459,49.49297512804993
1584,253482021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,57,FD,Douglas-fir,,,1623486,-118.16308244483541,49.5526699099342
1585,253502021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,25,0.25,57,FD,Douglas-fir,,,1623488,-118.09752947165593,49.54981987433243
1586,253532021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,43,PW,western white pine,,,1623491,-125.35720545142982,49.836306759107515
1587,253552021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,29,FD,Douglas-fir,,,1623493,-119.98749231243673,49.6726023575833
1588,253582021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,43,PW,western white pine,,,1623496,-125.36017435276577,49.83761268337887
1589,253602021,S,Severe,DSB,White pine Blister Rust,Cronartium ribicola,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,43,PW,western white pine,,,1623498,-125.35684191289806,49.83855953488904
1590,253632021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,29,FD,Douglas-fir,,,1623501,-119.97135903422803,49.67455553763745
1591,253652021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,57,FD,Douglas-fir,,,1623503,-117.31076845720233,49.49450257184895
1592,253682021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,29,FD,Douglas-fir,,,1623506,-119.83812697782744,49.667784435760765
1593,253702021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,57,FD,Douglas-fir,,,1623508,-117.31499495559036,49.49744152509648
1594,253732021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,29,FD,Douglas-fir,,,1623511,-119.9618112285839,49.677355649851506
1595,253752021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,57,FD,Douglas-fir,,,1623513,-118.16459947671919,49.56360445744474
1596,253782021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,29,FD,Douglas-fir,,,1623516,-119.98707785119662,49.681440965228525
1597,264422021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,57,FD,Douglas-fir,,,1624580,-117.77691065422445,50.11573630133803
1598,264432021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1828,FD,Douglas-fir,,,1624581,-120.1049082070195,50.26541184027028
1599,264442021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,1831,FD,Douglas-fir,,,1624582,-114.77718336052266,49.849588636592244
1600,264452021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,29,FD,Douglas-fir,,,1624583,-118.6478944899283,50.18032761634899
1601,264462021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,23,PA,whitebark pine,,,1624584,-122.53752808505165,50.37111092154838
1602,264472021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,23,FD,Douglas-fir,,,1624585,-122.87992688634698,50.38140748060349
1603,264482021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,57,FD,Douglas-fir,,,1624586,-117.5430966505408,50.10157483707248
1604,264492021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,1831,BL,subalpine fir,,,1624587,-114.96132370645904,49.870874456287076
