PST_PT_C,SPOT_NUM,PST_SEV_CD,PST_SEV_DS,PST_SPC_CD,PST_CMN_NM,PST_LTN_NM,PST_CM_CD,PST_CM_DSC,CPTR_YR,NUM_TREES,AREA_HA,ORG_UNITNO,TR_SPCS_CD,TR_CM_NM,COMMENTS,GEOMETRY,OBJECTID,X,Y
3079,361172021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,42,BL,subalpine fir,,,1634255,-121.95532945928555,55.114694560785885
3080,361182021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,BL,subalpine fir,,,1634256,-124.4802100439682,55.17138275433498
3081,361202021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,18,BL,subalpine fir,,,1634258,-122.49309825016088,55.131234368504714
3082,361222021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,18,SX,spruce hybrid,,,1634260,-122.56643115557192,55.13604333680886
3083,361232021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1634261,-121.90688298650512,55.11607305680337
3084,361252021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,50,0.5,42,SX,spruce hybrid,,,1634263,-120.31184875300637,55.054293687649285
3085,361262021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,BL,subalpine fir,,,1634264,-125.24198774165993,55.182418408904745
3086,361282021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,BL,subalpine fir,,,1634266,-121.7065330407691,55.11122698492507
3087,361302021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,18,SX,spruce hybrid,,,1634268,-122.57698437086144,55.139093482143956
3088,361322021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,40,0.5,38,SX,spruce hybrid,,,1634270,-122.9041100838318,55.147869716860235
3089,361332021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,BL,subalpine fir,,,1634271,-124.45271929753387,55.1769708269561
3090,391322021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1637270,-121.6109200769727,57.723196536014775
3091,391332021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,42,SX,spruce hybrid,,,1637271,-120.43238157865102,57.67892714929574
3092,391352021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,42,SX,spruce hybrid,,,1637273,-122.4343906284148,57.75234435924504
3093,391382021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1637276,-122.4599878702116,57.75673746961033
3094,391402021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1637278,-121.45636570712861,57.72828955027722
3095,391412021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,42,SX,spruce hybrid,,,1637279,-122.42688418817053,57.76012693468871
3096,391432021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,42,SX,spruce hybrid,,,1637281,-122.37971304034205,57.76077578096522
3097,391452021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,4,0.25,42,SX,spruce hybrid,NF-IBS?,,1637283,-121.33754328151129,57.72915329046171
3098,391472021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,SX,spruce hybrid,,,1637285,-121.42641410650555,57.73284730287899
3099,391492021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,BL,subalpine fir,,,1637287,-123.0514716602953,57.78379304972501
3100,391512021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,,,NF-IBS?,,1637289,-120.73549231177884,57.713103320471866
3101,391522021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,38,BL,subalpine fir,,,1637290,-125.11913363849067,57.81588118320872
3102,391542021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,SX,spruce hybrid,,,1637292,-122.13492713718995,57.76562894903453
3103,391562021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1637294,-121.13762940806657,57.735269838529504
3104,391582021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,42,SX,spruce hybrid,,,1637296,-122.22608543795901,57.771106959907236
3105,391592021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,38,BL,subalpine fir,,,1637297,-125.09725842648096,57.82226208134423
3106,391612021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,38,BL,subalpine fir,,,1637299,-125.08261790005398,57.82868959720466
3107,391642021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1637302,-122.06955890995316,57.77711385927873
3108,391672021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,30,0.25,46,SX,spruce hybrid,,,1637305,-122.71412342949426,57.79749754068122
3109,391682021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1637306,-122.6164392070508,57.7950432231923
3110,391702021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,30,0.25,46,SX,spruce hybrid,,,1637308,-122.70102952486091,57.800404171750955
3111,391722021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,SX,spruce hybrid,,,1637310,-121.60680804699693,57.772739410435044
3112,391742021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,38,BL,subalpine fir,,,1637312,-126.03855772330276,57.846351774582274
3113,391772021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,46,BL,subalpine fir,,,1637315,-123.8823470511221,57.835083102386506
3114,391782021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,38,BL,subalpine fir,,,1637316,-126.04605742888994,57.85318533711596
3115,391802021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,,,NF-IBS?,,1637318,-120.30391283584737,57.73201427034007
3116,391822021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,46,SX,spruce hybrid,,,1637320,-122.71273029241962,57.8155210278683
3117,391842021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,42,SB,black spruce,,,1637322,-120.39029462334997,57.741346838535684
3118,391862021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,38,BL,subalpine fir,,,1637324,-126.04999301567959,57.86134913975004
3276,371052021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1635243,-122.25987338464047,55.69744099270077
3277,371062021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,1621,BL,subalpine fir,,,1635244,-128.1442694730764,55.73490505157014
3278,371082021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,1621,BL,subalpine fir,,,1635246,-127.0445544391295,55.74928824659203
3279,371102021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,6,0.25,1621,BL,subalpine fir,,,1635248,-127.6810452836835,55.745605379413114
3280,371112021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,BL,subalpine fir,,,1635249,-122.25469639256553,55.701275027801294
3281,371132021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,1621,SX,spruce hybrid,,,1635251,-128.4058413754041,55.735248225512315
3282,371152021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,42,SX,spruce hybrid,,,1635253,-120.78840358930624,55.65147066752979
3283,371162021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,42,BL,subalpine fir,,,1635254,-120.90464915051885,55.657546752401146
3284,371182021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,1621,SX,spruce hybrid,,,1635256,-128.45506140254776,55.74043992036576
3285,371202021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,1621,BL,subalpine fir,,,1635258,-128.38975143065667,55.74229690126191
3286,371222021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,1621,BL,subalpine fir,,,1635260,-127.65357632787993,55.755548022800845
3287,371232021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,BL,subalpine fir,,,1635261,-126.47316329692761,55.76601865956313
3288,371252021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,1621,BL,subalpine fir,,,1635263,-128.39374897572094,55.748120856627246
3289,371272021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,30,BL,subalpine fir,,,1635265,-126.42165887283824,55.770705332034595
3290,371282021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,SX,spruce hybrid,,,1635266,-122.10384850400038,55.71179486912334
3291,371302021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,BL,subalpine fir,,,1635268,-122.26595979197567,55.71898577588629
3292,371322021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,42,SX,spruce hybrid,,,1635270,-122.06415749878565,55.71568841542591
3293,371332021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,BL,subalpine fir,,,1635271,-126.40907093935974,55.77951783781383
3294,371352021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,BL,subalpine fir,,,1635273,-125.60134445344788,55.78006477722964
3295,371372021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,BL,subalpine fir,,,1635275,-122.25816986970374,55.72630325122476
3296,371382021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,38,BL,subalpine fir,,,1635276,-124.8580037505254,55.77716101425792
3297,371402021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,42,SX,spruce hybrid,,,1635278,-122.24440417634314,55.72703297457142
3298,371422021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,30,BL,subalpine fir,,,1635280,-126.43700322660015,55.782505972043545
3299,401422021,S,Severe,AB,Bear,,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,46,PL,lodgepole pine,"AB-AP? POSSIBLE NG,PL",,1638280,-125.7353093629325,58.79168337016516
3300,401432021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,46,BL,subalpine fir,,,1638281,-126.76024351069965,58.7900273752347
3301,401452021,S,Severe,AB,Bear,,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,PL,lodgepole pine,AB-AP?,,1638283,-125.65737194100375,58.79205896638162
3302,401472021,S,Severe,AB,Bear,,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,46,PL,lodgepole pine,AB-AP?,,1638285,-127.93211614390728,58.779965856844115
3303,401482021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,BL,subalpine fir,,,1638286,-126.66362485795842,58.79205241310947
3304,401512021,S,Severe,AB,Bear,,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,PL,lodgepole pine,AB-AP?,,1638289,-127.87319686256791,58.78164478207447
3305,401522021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,BL,subalpine fir,,,1638290,-126.95457977128737,58.79137100111866
3306,401542021,S,Severe,NGK,Shoot/Bud Frost Kill,,OS,Overview Survey Sketchmapping Fixed Wing,2021,50,0.5,46,BL,subalpine fir,,,1638292,-126.14153199407271,58.7952769791813
3307,401562021,S,Severe,NGK,Shoot/Bud Frost Kill,,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,BL,subalpine fir,,,1638294,-126.41100754172273,58.795707434600686
3308,401582021,S,Severe,AB,Bear,,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,46,PL,lodgepole pine,"AB-AP? POSSIBLE NG,PL",,1638296,-125.73784111534391,58.79671030652178
3309,401592021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,BL,subalpine fir,,,1638297,-126.67941964036207,58.79653729932614
3310,401622021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,46,BL,subalpine fir,,,1638300,-124.32440222443088,58.789508566337716
3311,401642021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,SX,spruce hybrid,POSSIBLE IBS,,1638302,-124.16967788959094,58.7880232479428
3312,401652021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,46,BL,subalpine fir,,,1638303,-124.35315494271056,58.790543226420624
3313,401682021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,50,0.5,46,SX,spruce hybrid,POSSIBLE IBS,,1638306,-124.13712199101931,58.78858028552234
3314,401692021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,46,BL,subalpine fir,,,1638307,-124.36725862125148,58.79165353250863
3315,401712021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,BL,subalpine fir,,,1638309,-124.07370297802723,58.79054119704977
3316,401732021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,BL,subalpine fir,,,1638311,-124.31760823066269,58.79412760818206
3317,401742021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,7,0.25,46,PL,lodgepole pine,,,1638312,-124.29814654181803,58.794997467753625
3318,401762021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,46,BL,subalpine fir,,,1638314,-123.4717620280571,58.783168593041545
3319,401782021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,46,BL,subalpine fir,,,1638316,-124.03897456791181,58.79486552504513
3320,401802021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,46,BL,subalpine fir,,,1638318,-124.9679214987128,58.80599824766099
3321,401822021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,BL,subalpine fir,,,1638320,-124.0985785864344,58.79721662388541
3322,401832021,S,Severe,NGK,Shoot/Bud Frost Kill,,OS,Overview Survey Sketchmapping Fixed Wing,2021,50,0.5,46,BL,subalpine fir,,,1638321,-125.97499238690727,58.812363633847525
3323,401862021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,46,BL,subalpine fir,,,1638324,-124.40244397371274,58.803784651217434
3324,401872021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,SX,spruce hybrid,"POSSIBLE NF, SX",,1638325,-123.54775270550934,58.791171693641985
3325,401892021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,SX,spruce hybrid,"POSSIBLE NF, SX",,1638327,-123.55565726883921,58.79274041645276
3326,401912021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,25,0.25,46,AT,trembling aspen,,,1638329,-120.37402890167714,58.69882062886075
3327,401922021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,46,BL,subalpine fir,,,1638330,-124.03135305741156,58.80183484849187
3328,401942021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,46,PL,lodgepole pine,,,1638332,-127.73981364428849,58.80767756357917
3329,401962021,S,Severe,IB,Bark Beetles,,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,,,,,1638334,-124.96171549679325,58.81510111133819
3330,401982021,S,Severe,IBS,Spruce Beetle,Dendroctonus rufipennis,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,46,SX,spruce hybrid,,,1638336,-123.27182913712424,58.79231724728132
3331,401992021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,46,PL,lodgepole pine,,,1638337,-127.75510425490712,58.808693822673725
3332,402012021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,BL,subalpine fir,,,1638339,-124.281350812523,58.809237376569804
3333,402032021,S,Severe,NF,Flooding,,OS,Overview Survey Sketchmapping Fixed Wing,2021,50,0.5,46,SB,black spruce,,,1638341,-120.32636623247394,58.70219854646185
3334,402052021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,46,BL,subalpine fir,,,1638343,-123.8732087161692,58.80492560901331
3335,299412021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628079,-122.47141128887438,51.859736200893536
3336,299432021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,FD,Douglas-fir,,,1628081,-122.45611357977224,51.85965132918466
3337,299452021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,52,FD,Douglas-fir,,,1628083,-122.79680519834056,51.86994363303422
3338,299462021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,FD,Douglas-fir,,,1628084,-122.43240590256423,51.85919669938792
3339,299482021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,52,FD,Douglas-fir,,,1628086,-122.73788381178647,51.869081211511485
3340,299502021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,FD,Douglas-fir,,,1628088,-122.72071544847368,51.8687056336043
3341,299512021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,2,0.25,1832,BL,subalpine fir,,,1628089,-125.59960251189239,51.915890194984186
3342,299532021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628091,-122.57833471104038,51.86583540755829
3343,299552021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,52,BL,subalpine fir,,,1628093,-125.12639119516156,51.91385937712973
3344,299562021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628094,-122.64521890134785,51.86847326697301
3345,299582021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,21,FD,Douglas-fir,,,1628096,-119.31374496775135,51.72231385371534
3346,299602021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,52,FD,Douglas-fir,,,1628098,-122.60306937449536,51.86734650347744
3347,299612021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,56,FD,Douglas-fir,,,1628099,-120.74105225171292,51.79721445176222
3348,299632021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,20,0.25,52,FD,Douglas-fir,,,1628101,-122.77513962305605,51.87287224893047
3349,299652021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,FD,Douglas-fir,,,1628103,-122.79148823033124,51.87435725553646
3350,299662021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,FD,Douglas-fir,,,1628104,-122.58549677428996,51.8688322641241
3351,299682021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,PL,lodgepole pine,,,1628106,-125.2600196871627,51.91764634218161
3352,299702021,S,Severe,IBB,Western Balsam Bark Beetle,Dryocoetes confusus,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,1832,BL,subalpine fir,,,1628108,-125.73835123363602,51.920761594985805
3353,299712021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628109,-123.15212733088627,51.886141009816214
3354,299732021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,52,FD,Douglas-fir,,,1628111,-123.08744099869338,51.88551511522474
3355,299752021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,5,0.25,56,FD,Douglas-fir,,,1628113,-120.79280044779682,51.804764662131475
3356,299762021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,52,FD,Douglas-fir,,,1628114,-123.19932252847885,51.88915552072264
3357,299782021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,56,FD,Douglas-fir,,,1628116,-121.33782946207366,51.82874822849785
3358,299802021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,56,FD,Douglas-fir,,,1628118,-120.64773860135169,51.799431698116074
3359,299822021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,15,0.25,52,FD,Douglas-fir,,,1628120,-122.8248133725875,51.88144347648977
3360,299832021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,1,0.25,56,FD,Douglas-fir,,,1628121,-120.6413460920946,51.80050122824031
3361,299852021,S,Severe,IBD,Douglas-fir Beetle,Dendroctonus pseudotsugae,OS,Overview Survey Sketchmapping Fixed Wing,2021,3,0.25,56,FD,Douglas-fir,,,1628123,-121.35282040657768,51.83179611607049
3362,299862021,S,Severe,IBM,Mountain Pine Beetle,Dendroctonus ponderosae,OS,Overview Survey Sketchmapping Fixed Wing,2021,10,0.25,52,PL,lodgepole pine,,,1628124,-125.30846077844807,51.92410085535641
